Map,Killer,# Finished generators,# Escaped Survivors,Comments,# Hatch escapes,Season,SBMM
BAP,Wraith,5,4,Real noob -> we were all unbroken,0,December,TRUE
HA,Huntress,2,0,Massacre + hatchet god,0,December,TRUE
HA,Trapper,5,4,,0,December,TRUE
GID,Huntress,5,4,,0,December,TRUE
YAM,Nemesis,4,1,Farm (but only with Bill) + Idiot Team,0,December,TRUE
EOC,Myers,5,4,1 hatch (really lucky),1,December,TRUE
DDS,Plague,3,0,,0,December,TRUE
YAM,Ghost Face,5,1,,0,December,TRUE
RF,Trickster,5,1,1 hatch,1,December,TRUE
HA,Freddy,4,0,,0,December,TRUE
OR,Trickster,5,1,,0,December,TRUE
CF,Ghost Face,5,2,,0,December,TRUE
CF,Myers,5,3,Infinite Tier 3,0,December,TRUE
HA,Plague,5,3,,0,December,TRUE
MCM,Demogorgon,5,4,Proud moment,0,December,TRUE
YAM,Spirit,4,0,,0,December,TRUE
DDS,Ghost Face,2,1,Idiot team + slugfest + hatch (given),1,December,TRUE
RF,Cannibal,4,0,Basement face camp,0,December,TRUE
MCM,Legion,2,0,Idiot team + basement massacre,0,December,TRUE
SH,Legion,3,0,,0,December,TRUE
AVW,Spirit,3,0,Idiot team,0,December,TRUE
BWS,Hillbilly,5,4,Failed face camp + extremely stupid killer,0,December,TRUE
RF,Wraith,5,4,Duel at a palette + camp + dream team,0,December,TRUE
CP,Doctor,5,4,Farm,0,December,TRUE
HA,Hag,4,0,,0,December,TRUE
CF,Huntress,4,1,,0,December,TRUE
OR,Clown,5,2,,0,December,TRUE
SH,Huntress,2,1,1 hatch (given) + Farm at the end,1,December,TRUE
LER,Huntress,3,1,Camp cave + Idiot team,0,December,TRUE
AVW,Plague,4,0,Flashbang save !!!! + Camp + Idiot Team,0,December,TRUE
AVW,Hag,5,3,Toxic killer + really skilled team + Adept Leon,0,December,TRUE
RF,Pyramid Head,3,0,Tunnel + camp,0,December,TRUE
BAP,Ghost Face,5,4,,0,December,TRUE
MCM,Wraith,5,2,Mega noob but NOED,0,December,TRUE
BWS,Trapper,4,0,1 DC + Iridescent add-ons + 1 Kobe !,0,December,TRUE
YAM,Huntress,3,1,1 hatch (given),1,December,TRUE
EOC,Pig,4,1,Tunnel + 1 hatch,1,December,TRUE
CF,Myers,5,4,Killer DC + double iri add-ons (that he didn't use),0,December,TRUE
SH,Trapper,3,0,Proud moments,0,December,TRUE
MCM,Deathslinger,5,4,Mega noob + Ragequit et the end,0,December,TRUE
BWS,Myers,4,0,Killer was almost undetectable,0,December,TRUE
HA,Plague,4,0,This match made no sense at all,0,December,TRUE
BWS,Huntress,2,3,Killer DC,0,December,TRUE
DDS,Artist,3,0,Idiot team,0,December,TRUE
CF,Pyramid Head,5,4,,0,December,TRUE
MCM,Blight,5,1,Tunnel + Idiot team + NOED (deserved for once) + 1 Mori,0,December,TRUE
YAM,Myers,5,2,Most boring match ever,0,December,TRUE
MCM,Spirit,4,0,,0,December,TRUE
RF,Legion,3,1,Idiot Team + Killer let us escape through the gates,0,December,TRUE
LER,Huntress,4,1,3 Moris + 1 hatch,1,December,TRUE
RF,Clown,5,4,Really bad killer,0,December,TRUE
EOC,Myers,5,3,,0,December,TRUE
YAM,Myers,5,4,Really sweet killer,0,December,TRUE
CF,Trapper,3,0,,0,December,TRUE
CP,Plague,5,3,,0,December,TRUE
OR,Nemesis,5,3,Basement camp at the end,0,December,TRUE
MCM,Plague,5,2,,0,December,TRUE
YAM,Trapper,5,1,Face camp + Really bad killer w/ 3000+ hours in the game,0,December,TRUE
RF,Cannibal,3,0,Idiot team,0,December,TRUE
GID,Hillbilly,3,0,,0,December,TRUE
GID,Huntress,2,0,Idiot team,0,December,TRUE
BWS,Demogorgon,5,2,Mega idiot team but adorable killer -> Farm + Adept Jill,0,December,TRUE
CF,Hag,4,1,1 hatch (given),1,December,TRUE
CP,Twins,4,0,Cheat ?,0,December,TRUE
CP,Artist,5,2,,0,December,TRUE
AVW,Nurse,2,4,Killer DC + Camp,0,December,TRUE
AVW,Cannibal,2,1,Killer let us escape through the gates + 2 Moris (DH) + Adept Claudette,0,December,TRUE
GID,Myers,4,0,,0,December,TRUE
HA,Ghost Face,5,2,Flashbang save + Facecamp + NOED,0,December,TRUE
SH,Deathslinger,2,0,1 DC + 1 flashbang save,0,December,TRUE
EOC,Huntress,3,1,Killer let us escape through the gates + Idiot team,0,December,TRUE
EOC,Trapper,5,3,Failed NOED + Camp,0,December,TRUE
BWS,Trapper,2,0,1 DC,0,December,TRUE
DDS,Trickster,4,0,,0,December,TRUE
AVW,Cannibal,1,0,Basement face camp + Texas Chainsaw Massacre,0,December,TRUE
AVW,Spirit,3,1,1 hatch,1,December,TRUE
GID,Nurse,3,0,,0,December,TRUE
CF,Legion,4,0,,0,December,TRUE
LER,Pig,4,0,,0,December,TRUE
HA,Artist,2,0,Idiot team,0,December,TRUE
CF,Spirit,4,1,Killer let us escape through the gates + extremely skilled w/out any perk,0,December,TRUE
BAP,Wraith,5,3,NOED,0,December,TRUE
BAP,Legion,3,0,,0,December,TRUE
CF,Trickster,5,2,Camp at the end + 1 DC at the end,0,December,TRUE
BWS,Blight,3,0,1 DC + Camp + Tunnel,0,December,TRUE
HA,Nurse,1,0,Massacre,0,December,TRUE
MCM,Hillbilly,5,2,Flashbang Save,0,December,TRUE
CP,Pyramid Head,3,1,1 hatch + 1 DC,1,December,TRUE
MCM,Cannibal,4,1,1 hatch (given),1,December,TRUE
DDS,Cannibal,5,3,,0,December,TRUE
MCM,Plague,5,2,Camp ++,0,December,TRUE
SH,Huntress,5,1,NOED,0,December,TRUE
EOC,Legion,2,0,,0,December,TRUE
OR,Wraith,5,3,1 AFK + Failed face camp at the en,0,December,TRUE
BWS,Ghost Face,0,0,Idiot Team (Master Pepper & Co.),0,December,TRUE
AVW,Huntress,0,0,Camp,0,December,TRUE
MCM,Nemesis,0,0,,0,December,TRUE
GID,Spirit,1,0,,0,December,TRUE
CF,Huntress,4,0,,0,December,TRUE
DDS,Spirit,5,3,Super skilled team mates,0,December,TRUE
AVW,Myers,5,2,Killer let us escape through the gates,0,December,TRUE
RCPD,Cenobite,3,0,Idiot team ++,0,December,TRUE
MCM,Ghost Face,5,4,,0,December,TRUE
AVW,Nemesis,2,0,Massacre,0,December,TRUE
CF,Demogorgon,4,0,Good map pressure,0,December,TRUE
MCM,Huntress,4,0,Toxic Killer,0,December,TRUE
SH,Nurse,4,0,Idiot team + Camp/Tunnel,0,December,TRUE
CP,Wraith,5,1,NOED,0,December,TRUE
OR,Wraith,5,3,,0,December,TRUE
OR,Nemesis,5,3,Noob Killer + Idiot Team,0,December,TRUE
BWS,Spirit,3,0,1 DC,0,December,TRUE
AVW,Pyramid Head,5,2,,0,December,TRUE
CP,Legion,3,0,1 DC,0,December,TRUE
RF,Pyramid Head,2,0,1 DC + Weird/Bad Killer,0,December,TRUE
CP,Trickster,1,0,1 DC at the very start + Idiot Team,0,December,TRUE
RF,Myers,5,2,Face camp + Tunnel + NOED,0,December,TRUE
AVW,Trapper,4,1,Slugfest/Idiot team + 1 hatch,1,December,TRUE
BWS,Doctor,5,3,,0,December,TRUE
LER,Ghost Face,2,0,Tunnel +++,0,December,TRUE
RF,Huntress,5,4,,0,December,TRUE
MCM,Cannibal,1,0,Tunnel + Idiot Team,0,December,TRUE
RF,Legion,5,3,Farm + we gave him a kill at the end,0,December,TRUE
RF,Huntress,5,1,Camp + Tunnel,0,December,TRUE
GID,Pyramid Head,2,0,,0,December,TRUE
AVW,Artist,4,1,1 AFK + 1 hatch (given),1,December,TRUE
RCPD,Wraith,5,4,Baby killer,0,December,TRUE
GID,Huntress,2,0,Idiot Team,0,December,TRUE
DDS,Doctor,5,1,1 DC,0,December,TRUE
BAP,Nemesis,4,0,,0,December,TRUE
EOC,Wraith,5,3,,0,December,TRUE
BWS,Trapper,5,4,,0,December,TRUE
SH,Nurse,5,3,,0,December,TRUE
MCM,Spirit,5,2,Bully team + NOED + Rancor + HG,0,December,TRUE
CF,Plague,4,0,Full Bill Lobby,0,December,TRUE
RF,Trickster,1,4,Killer Ragequit 3 minutes in (we detroyed his Ruin + 2 stuns),0,December,TRUE
CF,Wraith,5,1,Camp + Tunnel + NOED but amazing team,0,December,TRUE
MCM,Wraith,3,0,,0,December,TRUE
AVW,Cannibal,4,0,Facecamp (it was a streamer: pathetic),0,December,TRUE
EOC,Ghost Face,3,0,,0,December,TRUE
DDS,Huntress,5,3,Idiot team (learn how to open a gate!!),0,December,TRUE
LER,Plague,5,3,,0,December,TRUE
AVW,Hillbilly,2,1,1 hatch (given but weirdly),1,December,TRUE
DDS,Nurse,5,4,Adorable baby killer,0,December,TRUE
RCPD,Wraith,4,1,Killer let us escape through the gates,0,December,TRUE
AVW,Twins,5,1,3 Moris + NOED,0,December,TRUE
GID,Cannibal,0,0,Texas Chainsaw Massacre,0,December,TRUE
CP,Demogorgon,5,1,Face camp + Slugfest + NOED,0,December,TRUE
MCM,Trickster,5,4,Killer AFK Ragequit,0,December,TRUE
YAM,Huntress,5,4,Mega noob,0,December,TRUE
CP,Cannibal,4,1,1 hatch + Really skilled and fair killer,1,December,TRUE
SH,Nurse,2,1,1 hatch + insane anti-gen build,1,December,TRUE
CF,Trickster,4,0,Face camp + Tunnel +++ + 1 hemorrhage,0,December,TRUE
BAP,Pig,3,0,,0,December,TRUE
CF,Spirit,5,4,Exceptionally stupid killer,0,December,TRUE
AVW,Doctor,3,1,Extremely noob killer + playtime party,0,December,TRUE
MCM,Cenobite,3,0,,0,December,TRUE
GID,Wraith,5,1,,0,December,TRUE
DDS,Freddy,5,4,BW,0,December,TRUE
CF,Clown,5,4,,0,December,TRUE
GID,Oni,5,1,,0,December,TRUE
YAM,Deathslinger,5,4,Reached Rank 1,0,December,TRUE
CF,Hag,3,1,,0,December,TRUE
EOC,Ghost Face,5,2,Idiot Team,0,December,TRUE
BWS,Ghost Face,4,1,Idiot team (w/ No Mither) + Adorable killer,0,December,TRUE
MCM,Nemesis,5,1,Tunnel,0,December,TRUE
CF,Oni,3,1,Idiot Team,0,December,TRUE
AVW,Cannibal,5,1,Basement face camp + NOED,0,December,TRUE
CF,Huntress,1,0,Slugfest Catastrophe,0,December,TRUE
MCM,Doctor,5,2,2 Moris,0,December,TRUE
CF,Doctor,5,3,,0,December,TRUE
BWS,Ghost Face,5,3,,0,December,TRUE
SH,Myers,4,1,1 hatch (given),1,December,TRUE
OR,Wraith,3,0,,0,December,TRUE
SH,Pig,5,2,Idiot Team ++,0,December,TRUE
CP,Nurse,5,0,NOED,0,December,TRUE
DDS,Blight,0,0,Idiot Team,0,December,TRUE
BAP,Plague,5,2,Tunnel,0,December,TRUE
BWS,Huntress,5,2,2 Ragequit + Farm afterwards : nice killer,0,December,TRUE
OR,Doctor,3,0,Tunnel,0,December,TRUE
CF,Trickster,2,0,Slugfest,0,December,TRUE
EOC,Ghost Face,4,4,Killer DC,0,December,TRUE
RCPD,Hag,5,3,Most confusing match ever,0,December,TRUE
RF,Nurse,5,1,1 Mori right at the exit (Rancor),0,December,TRUE
HA,Blight,5,2,Idiot Team + Terrible Killer (Rank 1 still),0,December,TRUE
EOC,Wraith,5,2,Tunnel +++ + Idiot Team,0,December,TRUE
MCM,Myers,5,3,Scratched mirror + Tunnel,0,December,TRUE
MCM,Huntress,5,0,EZ lose 1+1=3,0,December,TRUE
EOC,Blight,5,3,1 Mori + Face camp + Tunnel + Proud moment!,0,December,TRUE
CF,Myers,5,4,Scratched mirror + NOED + Noob -> Killer didn't down anyone,0,December,TRUE
DDS,Blight,5,3,Basement Face Camp,0,December,TRUE
RF,Trickster,4,0,Idiot team ++,0,December,TRUE
BWS,Deathslinger,5,2,NOED,0,December,TRUE
DDS,Blight,4,0,,0,January,TRUE
CF,Trickster,5,0,,0,January,TRUE
MCM,Nurse,5,4,Ragequit at the end,0,January,TRUE
CF,Ghost Face,4,0,,0,January,TRUE
CP,Ghost Face,3,1,1 hatch,1,January,TRUE
MCM,Trickster,5,2,1 Mori + Camp + Idiot Team,0,January,TRUE
CP,Clown,5,4,Ultimate 3-gen,0,January,TRUE
HA,Trapper,5,4,Farm,0,January,TRUE
RF,Trapper,5,3,,0,January,TRUE
CF,Oni,5,3,Tunnel,0,January,TRUE
LER,Trickster,2,0,Idiot team,0,January,TRUE
RF,Demogorgon,5,4,,0,January,TRUE
LER,Clown,5,4,Killer DC,0,January,TRUE
GID,Deathslinger,5,2,Camp + NOED + Same team mate as the previous match,0,January,TRUE
YAM,Trapper,4,1,Basement full of traps + Camp,0,January,TRUE
YAM,Ghost Face,5,2,Facecamp ++ + NOED,0,January,TRUE
HA,Trapper,3,1,1 hatch,1,January,TRUE
RF,Cenobite,5,1,Camp + NOED,0,January,TRUE
DDS,Trickster,5,2,,0,January,TRUE
BWS,Trickster,5,3,Camp + Tunnel,0,January,TRUE
OR,Myers,5,2,,0,January,TRUE
CF,Spirit,3,0,Slugfest catastrophe + Kobe,0,January,TRUE
AVW,Artist,5,2,,0,January,TRUE
YAM,Spirit,5,2,Sweet killer,0,January,TRUE
YAM,Freddy,4,0,,0,January,TRUE
AVW,Pyramid Head,5,3,Tunnel,0,January,TRUE
OR,Cannibal,5,1,1 hatch (given) + Fair killer,1,January,TRUE
CF,Wraith,5,4,,0,January,TRUE
CF,Ghost Face,3,0,,0,January,TRUE
MCM,Doctor,1,1,Killer let us escape through the gates,0,January,TRUE
MCM,Huntress,4,0,,0,January,TRUE
CF,Nemesis,5,1,EGC catastrophe,0,January,TRUE
SH,Blight,5,3,,0,January,TRUE
HA,Trapper,4,1,1 hatch,1,January,TRUE
AVW,Wraith,5,1,,0,January,TRUE
HA,Cannibal,0,4,Ragequit,0,January,TRUE
SH,Huntress,4,0,,0,January,TRUE
CF,Ghost Face,5,2,Tunnel,0,January,TRUE
BWS,Wraith,3,4,I made the killer ragequit,0,January,TRUE
MCM,Pyramid Head,5,2,Tunnel + Camp,0,January,TRUE
RF,Hillbilly,3,0,Tunnel + Camp,0,January,TRUE
AVW,Ghost Face,5,3,Tunnel + Face camp,0,January,TRUE
OR,Huntress,5,2,,0,January,TRUE
CF,Huntress,5,3,Noob + Facecamp at the end,0,January,TRUE
MCM,Nemesis,3,0,Slugfest + Tunnel,0,January,TRUE
MCM,Pig,3,1,Killer let us escape through the gates : that was close!,0,January,TRUE
LER,Doctor,5,3,Farm because Gandalf was AFK,0,January,TRUE
RF,Cenobite,2,0,Really skilled killer,0,January,TRUE
EOC,Pyramid Head,3,0,Baby team,0,January,TRUE
MCM,Blight,4,1,Killer let us escape through the gates,0,January,TRUE
YAM,Blight,5,3,We gave him a kill,0,January,TRUE
OR,Hillbilly,5,2,Tunnel,0,January,TRUE
YAM,Trapper,5,0,Double iridescent add-ons,0,January,TRUE
CF,Trapper,2,0,Slugfest + 1 DC,0,January,TRUE
RF,Oni,5,4,,0,January,TRUE
AVW,Cannibal,5,2,,0,January,TRUE
HA,Spirit,5,2,DH + NOED,0,January,TRUE
LER,Huntress,4,0,1 DC,0,January,TRUE
BWS,Doctor,4,0,Sandbag,0,January,TRUE
SH,Plague,3,0,,0,January,TRUE
OR,Huntress,5,0,1 Mori + NOED -> Really toxic killer,0,January,TRUE
AVW,Huntress,5,1,1 hatch + camp,1,January,TRUE
RF,Deathslinger,5,1,,0,January,TRUE
GID,Pyramid Head,1,0,Idiot team ,0,January,TRUE
YAM,Pig,4,1,1 hatch + Longest match ever,1,January,TRUE
RF,Trapper,5,1,,0,January,TRUE
SH,Deathslinger,5,3,1 mori,0,January,TRUE
RF,Wraith,5,4,Ash x3,0,January,TRUE
MCM,Nemesis,5,2,Tunnel,0,January,TRUE
MCM,Freddy,5,0,,0,January,TRUE
CP,Ghost Face,5,4,Baby Killer,0,January,TRUE
OR,Nurse,4,0,Idiot team,0,January,TRUE
CP,Trapper,5,1,Idiot team,0,January,TRUE
CF,Hillbilly,2,0,Troll team + First head-on,0,January,TRUE
OR,Freddy,5,2,,0,January,TRUE
EOC,Myers,5,3,1 DC + Killer doesn't even try to stalk,0,January,TRUE
HA,Nurse,5,3,,0,January,TRUE
HA,Doctor,2,0,Tunnel,0,January,TRUE
MCM,Spirit,5,2,Camp +++,0,January,TRUE
OR,Cenobite,5,3,Facecamp,0,January,TRUE
RCPD,Nurse,5,0,NOED,0,January,TRUE
HA,Huntress,5,2,NOED,0,January,TRUE
BWS,Demogorgon,5,3,,0,January,TRUE
CP,Myers,5,4,Killer chases us but doesn't hit nor stalk -> weird,0,January,TRUE
SH,Artist,3,0,1 DC + Team mate w/ horrible ping,0,January,TRUE
RF,Doctor,5,4,Camp but amazing team,0,January,TRUE
GID,Demogorgon,5,3,Tunnel,0,January,TRUE
CP,Doctor,4,1,1 DC,0,January,TRUE
CP,Pyramid Head,5,2,Tunnel ,0,January,TRUE
OR,Huntress,5,0,Iridescent add-on,0,January,TRUE
CF,Huntress,2,1,Slugfest,0,January,TRUE
EOC,Nurse,2,0,Idiot team,0,January,TRUE
RF,Trapper,1,0,,0,January,TRUE
YAM,Artist,4,0,,0,January,TRUE
AVW,Oni,5,3,Tunnel,0,January,TRUE
YAM,Myers,5,2,1 Tombstone + 1 Mori,0,January,TRUE
RCPD,Doctor,3,0,,0,January,TRUE
DDS,Twins,4,0,,0,January,TRUE
AVW,Blight,5,0,Tunnel,0,January,TRUE
CF,Clown,4,0,Face camp + Tunnel + Iridescent add-on,0,January,TRUE
AVW,Artist,3,0,1 Mori,0,January,TRUE
AVW,Deathslinger,5,2,Tunnel,0,January,TRUE
SH,Blight,2,0,Camp + Tunnel,0,January,TRUE
CP,Blight,5,2,,0,January,TRUE
YAM,Trapper,1,0,Basement slugfest,0,January,TRUE
DDS,Nurse,5,4,Baby killer,0,January,TRUE
MCM,Trickster,3,0,Slugfest,0,January,TRUE
RCPD,Trapper,2,0,,0,January,TRUE
LER,Oni,5,2,Facecamp + Tunnel,0,January,TRUE
AVW,Ghost Face,2,0,Slugfest+ idiot team,0,January,TRUE
RCPD,Wraith,5,3,NOED + DH,0,January,TRUE
RCPD,Ghost Face,5,2,Killer let us escape through the gates,0,January,TRUE
HA,Trapper,1,0,1 Mori,0,January,TRUE
CF,Plague,5,3,,0,January,TRUE
HA,Myers,5,2,,0,January,TRUE
HA,Twins,2,0,,0,January,TRUE
CP,Nemesis,3,0,,0,January,TRUE
AVW,Nurse,1,0,Idiot team,0,January,TRUE
AVW,Huntress,5,1,,0,January,TRUE
RF,Ghost Face,5,4,Farm,0,January,TRUE
CF,Cannibal,4,0,Really fair killer,0,January,TRUE
HA,Huntress,4,1,,0,January,TRUE
DDS,Huntress,3,0,Tunnel,0,January,TRUE
AVW,Nurse,0,1,Tunnel + 1 hatch,1,January,TRUE
CF,Oni,5,3,,0,January,TRUE
HA,Trapper,5,2,Troll team,0,January,TRUE
GID,Trickster,5,1,NOED + 2 Moris,0,January,TRUE
DDS,Legion,5,2,Idiot Team,0,January,TRUE
YAM,Wraith,5,3,Failed face camp -> mega trash killer,0,January,TRUE
CF,Huntress,5,3,Russian roulette,0,January,TRUE
HA,Nurse,5,3,Russian roulette,0,January,TRUE
YAM,Cannibal,5,2,Face camp + Russian roulette,0,January,TRUE
EOC,Huntress,1,1,1 hatch + iridescent add-on,1,January,TRUE
DDS,Myers,5,3,1 Tombstone + double iridescent add-ons,0,January,TRUE
BWS,Plague,3,0,1 Mori,0,January,TRUE
CF,Wraith,5,2,,0,January,TRUE
AVW,Doctor,3,0,,0,January,TRUE
BAP,Myers,5,4,Camp + NOED,0,January,TRUE
LER,Blight,3,0,,0,January,TRUE
CF,Clown,5,2,,0,January,TRUE
RCPD,Artist,5,3,,0,January,TRUE
CF,Ghost Face,4,1,Tunnel + Idiot Team,0,January,TRUE
EOC,Cenobite,2,0,,0,January,TRUE
AVW,Spirit,3,1,1 hatch + 1 DC,1,January,TRUE
BWS,Huntress,3,0,1 DC,0,January,TRUE
BAP,Hillbilly,5,4,Baby killer (0 effort),0,January,TRUE
MCM,Nemesis,5,4,,0,January,TRUE
MCM,Wraith,4,0,2 Moris + 1 DC + Insanely skilled team mate,0,January,TRUE
DDS,Spirit,5,2,Idiot Team,0,January,TRUE
CP,Wraith,5,2,NOED,0,January,TRUE
RF,Clown,4,0,,0,January,TRUE
YAM,Doctor,5,2,,0,January,TRUE
CF,Blight,3,1,Tunnel + Camp + Killer let us escape through the gates,0,January,TRUE
BWS,Trickster,5,4,AFK : Farming bot,0,January,TRUE
MCM,Pyramid Head,5,3,,0,January,TRUE
AVW,Hillbilly,5,2,Face camp at the end,0,January,TRUE
MCM,Plague,5,2,1 DC + Camp at the end + NOED,0,January,TRUE
DDS,Spirit,5,4,Really good team,0,January,TRUE
OR,Ghost Face,5,4,Slightly noob killer,0,January,TRUE
MCM,Cannibal,5,2,Idiot Team + Farm,0,January,TRUE
CP,Trapper,5,3,Failed NOED (perfect timing),0,January,TRUE
CF,Cannibal,5,3,NOED + Face camp at the end,0,January,TRUE
RCPD,Cannibal,1,0,Absolute catastrophe,0,January,TRUE
CP,Deathslinger,4,0,,0,January,TRUE
BAP,Clown,5,3,GG,0,January,TRUE
MCM,Pig,5,3,,0,January,TRUE
RCPD,Huntress,5,2,Catastrophe + Farm,0,January,TRUE
MCM,Trickster,4,0,Idiot team,0,January,TRUE
YAM,Pyramid Head,5,3,Face camp at the end,0,January,TRUE
YAM,Trapper,3,0,Idiot team,0,January,TRUE
AVW,Wraith,4,1,1 hatch (given),1,January,TRUE
MCM,Pyramid Head,4,0,Idiot team,0,January,TRUE
SH,Huntress,5,4,,0,January,TRUE
BWS,Blight,3,0,,0,January,TRUE
AVW,Pig,3,0,,0,January,TRUE
BAP,Nurse,5,4,,0,January,TRUE
MCM,Doctor,3,0,Tunnel + Camp + Hatch catastrophe,0,January,TRUE
EOC,Myers,4,1,3 Tombstone Moris,0,January,TRUE
DDS,Trapper,5,4,Farm,0,January,TRUE
EOC,Pyramid Head,3,0,,0,January,TRUE
AVW,Trickster,2,0,2 Moris,0,January,TRUE
RF,Spirit,5,2,1 Mori (Rancor),0,January,TRUE
RCPD,Legion,5,3,1 DC,0,January,TRUE
CF,Huntress,5,3,,0,January,TRUE
MCM,Ghost Face,5,4,Idiot Killer,0,January,TRUE
AVW,Blight,5,1,Iridescent add-on + Extremely skilled killer,0,January,TRUE
MCM,Spirit,5,3,Camp but insane escape,0,January,TRUE
RF,Plague,3,0,,0,January,TRUE
YAM,Huntress,5,3,Altruistic team,0,January,TRUE
LER,Nurse,4,1,1 hatch + amazing comeback after basement camp,1,January,TRUE
LER,Wraith,5,1,NOED + Face camp,0,January,TRUE
YAM,Doctor,3,0,,0,January,TRUE
CF,Blight,3,0,,0,January,TRUE
MCM,Myers,5,3,,0,January,TRUE
CF,Pyramid Head,5,2,,0,January,TRUE
CF,Nemesis,5,3,,0,January,TRUE
OR,Wraith,2,0,Camp + Tunnel + Double iridescent add-ons,0,January,TRUE
OR,Spirit,5,4,Baby killer,0,January,TRUE
CF,Deathslinger,4,1,1 hatch,1,January,TRUE
CF,Nemesis,3,0,Tunnel +++,0,January,TRUE
LER,Artist,3,0,,0,January,TRUE
RCPD,Wraith,5,1,1 hatch,1,January,TRUE
MCM,Nemesis,2,0,Crisis averted ,0,January,TRUE
BWS,Deathslinger,3,0,,0,January,TRUE
SH,Wraith,2,1,1 hatch,1,January,TRUE
BAP,Huntress,2,0,Pathetic,0,January,TRUE
RCPD,Trickster,2,1,1 hatch,1,January,TRUE
AVW,Blight,5,3,,0,January,TRUE
CF,Pig,5,2,Farm at the end,0,January,TRUE
YAM,Cenobite,1,1,1 hatch + 3 Moris (DH),1,January,TRUE
AVW,Trapper,5,4,Insane EGC!!,0,January,TRUE
CF,Wraith,5,1,Face camp +++ + NOED,0,January,TRUE
CF,Artist,4,1,1 hatch,1,January,TRUE
BWS,Cannibal,5,2,Basement Face Camp,0,January,TRUE
RF,Cenobite,5,0,,0,January,TRUE
RF,Spirit,2,0,HACK -> Spirit w/ Deathslinger's weapon,0,January,TRUE
CF,Deathslinger,3,0,,0,January,TRUE
CP,Nurse,5,1,Camp + tunnel,0,January,TRUE
CP,Doctor,3,0,,0,January,TRUE
AVW,Huntress,2,1,1 hatch,1,January,TRUE
GID,Trapper,5,3,,0,January,TRUE
AVW,Oni,5,4,,0,January,TRUE
OR,Deathslinger,5,1,NOED Catastrophe,0,January,TRUE
CF,Cenobite,5,3,Facecamp + Tunnel,0,January,TRUE
MCM,Cenobite,5,4,,0,January,TRUE
OR,Freddy,5,3,BM from teammate,0,January,TRUE
BWS,Wraith,4,0,Really sweet killer,0,January,TRUE
OR,Blight,3,0,Idiot Team,0,January,TRUE
CP,Plague,2,1,1 hatch (given) + 1 Mori,1,January,TRUE
YAM,Freddy,5,4,,0,January,TRUE
RCPD,Freddy,4,1,Tunnel + 1 Mori + 1 hatch,1,January,TRUE
BWS,Nemesis,4,0,,0,January,TRUE
DDS,Trapper,5,0,,0,January,TRUE
CF,Plague,5,4,Baby Killer,0,January,TRUE
YAM,Legion,5,4,,0,January,TRUE
CP,Demogorgon,5,3,,0,January,TRUE
OR,Doctor,5,3,,0,January,TRUE
RCPD,Freddy,5,3,,0,January,TRUE
EOC ,Trapper,4,0,Camp + Tunnel,0,January,TRUE
CF,Pyramid Head,5,3,,0,January,TRUE
CF,Clown,5,3,,0,January,TRUE
CP,Pig,2,1,1 hatch,1,January,TRUE
MCM,Cenobite,5,2,face camp + tunnel,0,January,TRUE
BWS,Huntress,4,1,Extremely idiot team + 1 hatch,1,January,TRUE
EOC,Pig,5,4,Amazing Team,0,January,TRUE
CF,Trickster,2,0,,0,January,TRUE
RF,Trapper,4,1,NOED + 1 hatch,1,January,TRUE
EOC,Huntress,5,3,Tunnel,0,January,TRUE
RF,Doctor,3,0,,0,January,TRUE
OR,Ghost Face,5,4,,0,January,TRUE
RCPD,Trickster,1,4,NOED + Killer DC,0,January,TRUE
RCPD,Doctor,4,0,Noob killer,0,January,TRUE
RF,Nemesis,5,2,EGC catastrophe ,0,January,TRUE
BAP,Legion,0,0,,0,January,TRUE
OR,Trickster,5,0,EGC catastrophe,0,January,TRUE
CP,Doctor,5,3,,0,January,TRUE
